Date,Open,High,Low,Close,Adj Close,Volume
2021-11-12,113.69999694824219,117.0,112.5,116.25,115.6909408569336,22398
2021-11-15,117.0,117.05000305175781,110.5999984741211,111.6500015258789,111.1130599975586,6282
2021-11-16,115.0,117.19999694824219,111.6500015258789,115.55000305175781,114.99430847167969,11639
2021-11-17,117.3499984741211,117.3499984741211,110.0,111.9000015258789,111.36186218261719,5842
2021-11-18,111.9000015258789,114.94999694824219,108.25,113.69999694824219,113.1531982421875,2890
2021-11-22,119.0,119.0,108.05000305175781,108.1500015258789,107.62989044189453,11122
2021-11-23,110.3499984741211,111.9000015258789,105.0,107.55000305175781,107.03278350830078,10151
2021-11-24,106.9000015258789,112.9000015258789,106.9000015258789,108.44999694824219,107.9284439086914,2853
2021-11-25,110.6500015258789,110.6500015258789,103.25,105.19999694824219,104.69407653808594,12120
2021-11-26,104.94999694824219,106.3499984741211,102.0,103.75,103.25105285644531,6042
2021-11-29,102.19999694824219,108.9000015258789,102.19999694824219,107.55000305175781,107.03278350830078,3959
2021-11-30,109.69999694824219,112.9000015258789,106.6500015258789,112.9000015258789,112.35704803466797,18192
2021-12-01,114.0,114.0,108.69999694824219,111.30000305175781,110.7647476196289,6020
2021-12-02,112.80000305175781,116.8499984741211,110.1500015258789,116.69999694824219,116.1387710571289,23495
2021-12-03,116.69999694824219,122.5,112.55000305175781,117.25,116.68612670898438,11186
2021-12-06,118.05000305175781,123.0999984741211,114.19999694824219,116.8499984741211,116.28804779052734,7136
2021-12-07,122.5999984741211,122.5999984741211,112.19999694824219,114.5999984741211,114.04887390136719,2795
2021-12-08,116.9000015258789,119.5,110.05000305175781,112.5,111.95896911621094,8382
2021-12-09,110.25,115.80000305175781,110.25,113.55000305175781,113.00392150878906,1592
2021-12-10,114.94999694824219,115.0,110.9000015258789,113.30000305175781,112.755126953125,2899
2021-12-13,111.05000305175781,124.5999984741211,111.05000305175781,113.55000305175781,113.00392150878906,14246
2021-12-14,113.55000305175781,118.25,111.6500015258789,114.44999694824219,113.89958953857422,2584
2021-12-15,114.44999694824219,117.0,112.25,114.05000305175781,113.50151824951172,2409
2021-12-16,114.05000305175781,117.80000305175781,112.1500015258789,112.80000305175781,112.25753021240234,5046
2021-12-17,114.69999694824219,116.5,110.1500015258789,110.69999694824219,110.1676254272461,3777
2021-12-20,115.0,115.0,102.0,104.0999984741211,103.599365234375,9200
2021-12-21,113.8499984741211,113.8499984741211,105.0,107.69999694824219,107.18205261230469,4510
2021-12-22,114.94999694824219,115.0,104.0,109.1500015258789,108.62508392333984,2420
2021-12-23,112.9000015258789,113.0,109.0,110.9000015258789,110.36666870117188,4913
2021-12-24,117.94999694824219,117.94999694824219,108.5999984741211,110.3499984741211,109.8193130493164,5265
2021-12-27,107.0,116.0,106.30000305175781,114.30000305175781,113.75032043457031,10359
2021-12-28,114.94999694824219,119.0,107.94999694824219,112.5,111.95896911621094,23916
2021-12-29,114.75,114.75,110.1500015258789,111.25,110.71498107910156,5893
2021-12-30,113.30000305175781,113.30000305175781,109.9000015258789,110.75,110.2173843383789,2852
2021-12-31,112.5999984741211,116.0,109.5,113.94999694824219,113.40199279785156,11411
2022-01-03,113.94999694824219,125.30000305175781,111.69999694824219,125.30000305175781,124.69741821289062,103851
2022-01-04,136.89999389648438,137.8000030517578,125.3499984741211,137.8000030517578,137.13729858398438,69898
2022-01-05,151.5500030517578,151.5500030517578,138.0,147.8000030517578,147.08921813964844,90023
2022-01-06,150.0,150.0,140.4499969482422,145.5500030517578,144.85003662109375,31386
2022-01-07,147.5,147.5,140.39999389648438,142.6999969482422,142.01373291015625,12312
2022-01-10,144.89999389648438,144.89999389648438,136.25,137.4499969482422,136.7889862060547,15962
2022-01-11,141.9499969482422,141.9499969482422,131.39999389648438,132.60000610351562,131.96231079101562,12624
2022-01-12,132.60000610351562,134.9499969482422,127.3499984741211,129.4499969482422,128.82745361328125,11473
2022-01-13,131.89999389648438,135.89999389648438,129.0,133.85000610351562,133.206298828125,3860
2022-01-14,136.5500030517578,136.5500030517578,131.0500030517578,133.5,132.8579864501953,5914
2022-01-17,132.0,140.14999389648438,129.14999389648438,137.25,136.58995056152344,13062
2022-01-18,137.35000610351562,144.10000610351562,131.25,132.25,131.61399841308594,24322
2022-01-19,128.10000610351562,135.25,128.10000610351562,133.0,132.36038208007812,3789
2022-01-20,137.39999389648438,137.64999389648438,129.64999389648438,131.9499969482422,131.3154296875,2566
2022-01-21,135.85000610351562,135.85000610351562,130.39999389648438,131.6999969482422,131.06663513183594,3669
2022-01-24,131.6999969482422,131.6999969482422,125.1500015258789,125.1500015258789,124.54813385009766,6056
2022-01-25,120.0999984741211,131.39999389648438,119.05000305175781,129.85000610351562,129.2255401611328,10056
2022-01-27,123.4000015258789,128.0500030517578,123.4000015258789,125.30000305175781,124.69741821289062,2736
2022-01-28,125.55000305175781,131.5,125.55000305175781,127.80000305175781,127.18539428710938,3612
2022-01-31,128.0,133.9499969482422,127.80000305175781,130.25,129.6236114501953,5774
2022-02-01,132.9499969482422,132.9499969482422,126.5,127.5,126.88683319091797,4792
2022-02-02,127.5,133.85000610351562,127.5,133.85000610351562,133.206298828125,15093
2022-02-03,139.8000030517578,139.8000030517578,133.25,133.85000610351562,133.206298828125,8342
2022-02-04,127.25,133.3000030517578,127.25,129.9499969482422,129.32504272460938,5783
2022-02-07,132.6999969482422,132.6999969482422,130.0,130.5,129.87240600585938,4609
2022-02-08,128.1999969482422,130.75,127.6500015258789,127.75,127.13563537597656,2142
2022-02-09,130.9499969482422,130.9499969482422,125.5999984741211,127.1500015258789,126.53852081298828,3132
2022-02-10,128.0,130.25,128.0,129.25,128.62841796875,1731
2022-02-11,133.10000610351562,133.10000610351562,125.44999694824219,126.8499984741211,126.23995971679688,1976
2022-02-14,126.8499984741211,126.8499984741211,120.55000305175781,120.55000305175781,119.97026062011719,11544
2022-02-15,115.05000305175781,124.3499984741211,114.55000305175781,121.9000015258789,121.31376647949219,7113
2022-02-16,121.1500015258789,124.69999694824219,121.0,124.3499984741211,123.75198364257812,2039
2022-02-17,126.69999694824219,126.69999694824219,118.55000305175781,123.0,122.40847778320312,2242
2022-02-18,120.55000305175781,122.9000015258789,117.05000305175781,122.0,121.41328430175781,1104
2022-02-21,124.6500015258789,124.6500015258789,118.0,119.19999694824219,118.62674713134766,867
2022-02-22,115.05000305175781,121.0999984741211,113.25,115.5999984741211,115.04405975341797,8727
2022-02-23,113.5,121.3499984741211,113.5,116.6500015258789,116.0890121459961,5083
2022-02-24,114.0,117.8499984741211,110.8499984741211,111.8499984741211,111.31209564208984,6108
2022-02-25,106.3499984741211,115.44999694824219,106.3499984741211,112.8499984741211,112.30728912353516,3219
2022-02-28,116.0,116.0,107.25,110.6500015258789,110.11786651611328,6642
2022-03-02,113.8499984741211,113.8499984741211,107.5,108.80000305175781,108.27677154541016,4134
2022-03-03,111.0,114.19999694824219,111.0,113.80000305175781,113.25272369384766,2361
2022-03-04,116.94999694824219,116.94999694824219,108.19999694824219,109.9000015258789,109.37147521972656,2663
2022-03-07,106.0999984741211,111.75,106.0,108.3499984741211,107.82892608642578,1956
2022-03-08,111.1500015258789,111.25,106.0999984741211,107.75,107.2318115234375,4577
2022-03-09,112.94999694824219,113.0999984741211,108.6500015258789,112.3499984741211,111.8096923828125,1671
2022-03-10,113.0999984741211,117.94999694824219,113.0,115.6500015258789,115.09382629394531,4539
2022-03-11,118.0,120.6500015258789,114.05000305175781,116.30000305175781,115.7406997680664,3206
2022-03-14,119.94999694824219,119.94999694824219,115.19999694824219,118.5,117.93011474609375,829
2022-03-15,120.94999694824219,121.0,112.5999984741211,113.44999694824219,112.90440368652344,10715
2022-03-16,111.5,115.0,110.0,112.44999694824219,111.90921020507812,3927
2022-03-17,113.5,115.0,112.5,114.69999694824219,114.14839172363281,2884
2022-03-21,115.0,116.8499984741211,111.5,111.8499984741211,111.31209564208984,3943
2022-03-22,115.94999694824219,115.94999694824219,108.1500015258789,110.05000305175781,109.52075958251953,4878
2022-03-23,108.94999694824219,115.55000305175781,108.1500015258789,115.55000305175781,114.99430847167969,5404
2022-03-24,118.0,119.9000015258789,115.05000305175781,117.4000015258789,116.83541107177734,4395
2022-03-25,117.4000015258789,119.8499984741211,114.0,114.5999984741211,114.04887390136719,2539
2022-03-28,117.0999984741211,117.0999984741211,113.0,113.0,112.4565658569336,3813
2022-03-29,112.19999694824219,116.0,112.05000305175781,112.4000015258789,111.85945129394531,2595
2022-03-30,112.30000305175781,114.9000015258789,112.30000305175781,113.69999694824219,113.1531982421875,1140
2022-03-31,116.94999694824219,116.94999694824219,112.5,113.44999694824219,112.90440368652344,2582
2022-04-01,116.94999694824219,116.94999694824219,111.1500015258789,114.55000305175781,113.99911499023438,2129
2022-04-04,116.80000305175781,116.80000305175781,114.5,115.1500015258789,114.59622955322266,3490
2022-04-05,116.75,119.0,115.4000015258789,118.0,117.4325180053711,6831
2022-04-06,120.94999694824219,120.94999694824219,115.1500015258789,117.4000015258789,116.83541107177734,2164
2022-04-07,116.05000305175781,121.1500015258789,116.0,117.6500015258789,117.0842056274414,4459
2022-04-08,119.8499984741211,123.44999694824219,117.30000305175781,119.25,118.676513671875,5338
2022-04-11,119.0999984741211,121.0,115.05000305175781,117.19999694824219,116.63636779785156,6274
2022-04-12,117.25,123.05000305175781,115.1500015258789,122.25,121.66207885742188,5769
2022-04-13,125.25,125.25,120.0,120.1500015258789,119.57218170166016,6964
2022-04-18,120.0,123.44999694824219,117.0,119.3499984741211,118.7760238647461,3907
2022-04-19,124.94999694824219,124.94999694824219,116.1500015258789,118.55000305175781,117.9798812866211,4888
2022-04-20,123.9000015258789,124.44999694824219,116.8499984741211,121.8499984741211,121.26400756835938,4259
2022-04-21,124.30000305175781,124.30000305175781,120.0999984741211,121.05000305175781,120.46785736083984,2806
2022-04-22,122.4000015258789,122.94999694824219,119.69999694824219,120.3499984741211,119.7712173461914,1376
2022-04-25,122.5999984741211,122.5999984741211,117.05000305175781,118.05000305175781,117.48228454589844,3104
