Date,Open,High,Low,Close,Adj Close,Volume
2021-11-12,1235.0,1275.0,1218.1500244140625,1253.5999755859375,1253.5999755859375,413054
2021-11-15,1274.0,1306.699951171875,1257.8499755859375,1284.5999755859375,1284.5999755859375,485813
2021-11-16,1290.0,1458.6500244140625,1285.0,1416.449951171875,1416.449951171875,2419227
2021-11-17,1409.9000244140625,1462.0,1392.5999755859375,1428.800048828125,1428.800048828125,578479
2021-11-18,1398.0,1400.0,1349.0,1376.6500244140625,1376.6500244140625,574023
2021-11-22,1393.9000244140625,1481.800048828125,1360.0,1375.050048828125,1375.050048828125,531504
2021-11-23,1376.9000244140625,1380.6500244140625,1332.0999755859375,1357.6500244140625,1357.6500244140625,273427
2021-11-24,1364.449951171875,1397.25,1350.0,1391.0999755859375,1391.0999755859375,835155
2021-11-25,1405.800048828125,1440.9000244140625,1391.1500244140625,1414.25,1414.25,244015
2021-11-26,1408.0,1408.0,1331.0,1359.449951171875,1359.449951171875,243421
2021-11-29,1313.0999755859375,1480.0,1164.0,1405.800048828125,1405.800048828125,266088
2021-11-30,1440.0,1518.0,1355.0,1417.800048828125,1417.800048828125,789739
2021-12-01,1414.300048828125,1539.0,1391.6500244140625,1490.4000244140625,1490.4000244140625,828933
2021-12-02,1507.449951171875,1507.449951171875,1425.0,1434.5,1434.5,366504
2021-12-03,1448.5999755859375,1464.0,1404.8499755859375,1429.3499755859375,1429.3499755859375,178998
2021-12-06,1437.699951171875,1454.949951171875,1413.9000244140625,1432.699951171875,1432.699951171875,214219
2021-12-07,1450.0,1461.449951171875,1426.0,1430.0,1430.0,179362
2021-12-08,1440.0,1469.0,1425.0,1441.1500244140625,1441.1500244140625,249982
2021-12-09,1455.75,1460.0,1428.0,1437.3499755859375,1437.3499755859375,182769
2021-12-10,1449.0,1450.050048828125,1400.0,1408.800048828125,1408.800048828125,208522
2021-12-13,1423.699951171875,1427.5999755859375,1360.25,1371.050048828125,1371.050048828125,208141
2021-12-14,1379.0,1379.800048828125,1261.4000244140625,1305.949951171875,1305.949951171875,619072
2021-12-15,1307.949951171875,1309.0,1262.4000244140625,1278.1500244140625,1278.1500244140625,533493
2021-12-16,1265.3499755859375,1340.3499755859375,1252.4000244140625,1262.9000244140625,1262.9000244140625,620946
2021-12-17,1274.949951171875,1283.25,1162.4000244140625,1184.1500244140625,1184.1500244140625,2578877
2021-12-20,1130.0,1145.8499755859375,1062.25,1075.0,1075.0,1018848
