Date,Open,High,Low,Close,Adj Close,Volume
2021-11-12,11.0,11.0,11.0,11.0,11.0,3000
2021-11-15,11.0,11.0,11.0,11.0,11.0,0
2021-11-16,11.0,11.0,11.0,11.0,11.0,0
2021-11-17,11.0,11.0,11.0,11.0,11.0,0
2021-11-18,11.0,11.0,11.0,11.0,11.0,0
2021-11-22,11.0,11.0,11.0,11.0,11.0,0
2021-11-23,11.0,11.0,11.0,11.0,11.0,0
2021-11-24,11.0,11.0,11.0,11.0,11.0,0
2021-11-26,10.5,10.5,10.5,10.5,10.5,0
2021-11-29,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,3000
2021-11-30,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2021-12-01,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2021-12-02,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2021-12-03,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2021-12-06,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2021-12-07,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,6000
2021-12-08,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2021-12-09,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2021-12-10,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2021-12-13,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2021-12-14,9.399999618530273,9.399999618530273,9.399999618530273,9.399999618530273,9.399999618530273,21000
2021-12-15,9.399999618530273,9.399999618530273,9.399999618530273,9.399999618530273,9.399999618530273,0
2021-12-16,9.399999618530273,9.399999618530273,9.399999618530273,9.399999618530273,9.399999618530273,0
2021-12-17,9.399999618530273,9.399999618530273,9.399999618530273,9.399999618530273,9.399999618530273,0
2021-12-20,9.350000381469727,9.350000381469727,9.350000381469727,9.350000381469727,9.350000381469727,6000
2021-12-21,9.350000381469727,9.350000381469727,9.350000381469727,9.350000381469727,9.350000381469727,0
2021-12-22,9.350000381469727,9.350000381469727,9.350000381469727,9.350000381469727,9.350000381469727,0
2021-12-23,9.350000381469727,9.350000381469727,9.350000381469727,9.350000381469727,9.350000381469727,0
2021-12-27,9.350000381469727,9.350000381469727,9.350000381469727,9.350000381469727,9.350000381469727,0
2021-12-28,9.350000381469727,9.350000381469727,9.350000381469727,9.350000381469727,9.350000381469727,0
2021-12-29,9.350000381469727,9.350000381469727,9.350000381469727,9.350000381469727,9.350000381469727,0
2021-12-30,9.649999618530273,9.649999618530273,9.25,9.399999618530273,9.399999618530273,9000
2021-12-31,9.600000381469727,9.850000381469727,9.600000381469727,9.850000381469727,9.850000381469727,9000
2022-01-03,10.300000190734863,10.300000190734863,10.300000190734863,10.300000190734863,10.300000190734863,3000
2022-01-04,10.800000190734863,10.800000190734863,10.800000190734863,10.800000190734863,10.800000190734863,12000
2022-01-05,11.300000190734863,11.300000190734863,11.300000190734863,11.300000190734863,11.300000190734863,18000
2022-01-06,11.800000190734863,11.850000381469727,11.800000190734863,11.850000381469727,11.850000381469727,45000
2022-01-07,12.399999618530273,12.399999618530273,11.5,12.399999618530273,12.399999618530273,69000
2022-01-10,13.0,13.0,13.0,13.0,13.0,48000
2022-01-11,13.649999618530273,13.649999618530273,13.649999618530273,13.649999618530273,13.649999618530273,21000
2022-01-12,14.300000190734863,14.300000190734863,13.649999618530273,14.300000190734863,14.300000190734863,129000
2022-01-13,13.600000381469727,13.800000190734863,13.600000381469727,13.600000381469727,13.600000381469727,18000
2022-01-14,14.25,14.25,13.0,13.350000381469727,13.350000381469727,51000
2022-01-18,13.0,13.0,13.0,13.0,13.0,3000
2022-01-19,13.0,13.0,12.5,12.899999618530273,12.899999618530273,45000
2022-01-20,13.0,13.0,13.0,13.0,13.0,15000
2022-01-21,13.0,13.0,13.0,13.0,13.0,3000
2022-01-24,13.0,13.0,12.399999618530273,12.399999618530273,12.399999618530273,186000
2022-01-25,12.0,12.0,11.800000190734863,11.800000190734863,11.800000190734863,87000
2022-01-26,11.800000190734863,11.800000190734863,11.800000190734863,11.800000190734863,11.800000190734863,0
2022-01-27,12.350000381469727,12.350000381469727,12.350000381469727,12.350000381469727,12.350000381469727,3000
2022-01-28,12.899999618530273,12.949999809265137,12.899999618530273,12.899999618530273,12.899999618530273,21000
2022-01-31,12.899999618530273,12.899999618530273,12.899999618530273,12.899999618530273,12.899999618530273,0
2022-02-01,14.149999618530273,14.149999618530273,14.149999618530273,14.149999618530273,14.149999618530273,12000
2022-02-02,14.850000381469727,14.850000381469727,14.850000381469727,14.850000381469727,14.850000381469727,33000
2022-02-03,15.550000190734863,15.550000190734863,15.550000190734863,15.550000190734863,15.550000190734863,12000
2022-02-04,16.299999237060547,16.299999237060547,16.299999237060547,16.299999237060547,16.299999237060547,105000
2022-02-07,17.100000381469727,17.100000381469727,17.100000381469727,17.100000381469727,17.100000381469727,39000
2022-02-08,17.950000762939453,17.950000762939453,16.25,16.850000381469727,16.850000381469727,66000
2022-02-09,16.200000762939453,17.5,16.200000762939453,17.5,17.5,12000
2022-02-10,17.0,18.0,16.649999618530273,17.600000381469727,17.600000381469727,42000
2022-02-11,17.600000381469727,17.600000381469727,16.850000381469727,17.299999237060547,17.299999237060547,15000
2022-02-14,17.200000762939453,17.200000762939453,16.450000762939453,16.450000762939453,16.450000762939453,9000
2022-02-15,17.25,17.25,16.399999618530273,17.25,17.25,69000
2022-02-16,17.850000381469727,17.850000381469727,17.450000762939453,17.450000762939453,17.450000762939453,6000
2022-02-17,17.299999237060547,17.649999618530273,16.649999618530273,17.600000381469727,17.600000381469727,198000
2022-02-18,17.049999237060547,17.049999237060547,17.049999237060547,17.049999237060547,17.049999237060547,3000
2022-02-22,17.049999237060547,17.049999237060547,15.449999809265137,15.949999809265137,15.949999809265137,51000
2022-02-23,16.0,16.0,15.800000190734863,15.800000190734863,15.800000190734863,9000
2022-02-24,15.800000190734863,15.800000190734863,15.800000190734863,15.800000190734863,15.800000190734863,0
2022-02-25,14.300000190734863,14.300000190734863,14.300000190734863,14.300000190734863,14.300000190734863,3000
2022-02-28,14.100000381469727,14.300000190734863,13.699999809265137,13.699999809265137,13.699999809265137,201000
2022-03-02,13.800000190734863,13.800000190734863,13.25,13.300000190734863,13.300000190734863,60000
2022-03-03,13.5,13.5,13.5,13.5,13.5,3000
2022-03-04,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,3000
2022-03-07,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,0
2022-03-08,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,0
2022-03-09,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,0
2022-03-10,14.25,14.25,13.449999809265137,13.449999809265137,13.449999809265137,21000
2022-03-11,13.449999809265137,13.449999809265137,13.449999809265137,13.449999809265137,13.449999809265137,0
2022-03-14,13.149999618530273,14.050000190734863,13.149999618530273,14.050000190734863,14.050000190734863,18000
2022-03-15,13.449999809265137,13.449999809265137,13.449999809265137,13.449999809265137,13.449999809265137,3000
2022-03-16,13.199999809265137,13.199999809265137,12.800000190734863,12.800000190734863,12.800000190734863,15000
2022-03-17,13.0,13.100000381469727,13.0,13.100000381469727,13.100000381469727,9000
2022-03-21,13.75,13.75,13.75,13.75,13.75,6000
2022-03-22,14.0,14.399999618530273,14.0,14.399999618530273,14.399999618530273,15000
2022-03-23,15.100000381469727,15.100000381469727,14.800000190734863,14.949999809265137,14.949999809265137,36000
2022-03-24,15.350000381469727,15.600000381469727,15.0,15.0,15.0,33000
2022-03-25,15.0,15.399999618530273,14.25,14.75,14.75,51000
2022-03-28,15.300000190734863,15.300000190734863,14.899999618530273,14.899999618530273,14.899999618530273,27000
2022-03-29,15.300000190734863,15.300000190734863,15.0,15.0,15.0,24000
2022-03-30,15.0,15.199999809265137,15.0,15.0,15.0,30000
2022-03-31,14.800000190734863,14.800000190734863,14.800000190734863,14.800000190734863,14.800000190734863,3000
2022-04-01,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,3000
2022-04-04,15.300000190734863,15.300000190734863,15.100000381469727,15.100000381469727,15.100000381469727,9000
2022-04-05,14.75,14.75,14.699999809265137,14.699999809265137,14.699999809265137,6000
2022-04-06,14.5,14.5,14.0,14.0,14.0,12000
2022-04-07,13.550000190734863,14.699999809265137,13.550000190734863,14.699999809265137,14.699999809265137,9000
2022-04-08,14.350000381469727,14.5,14.350000381469727,14.5,14.5,6000
2022-04-11,14.5,14.5,14.5,14.5,14.5,0
2022-04-12,14.5,14.5,14.5,14.5,14.5,0
2022-04-13,14.5,14.5,14.5,14.5,14.5,0
2022-04-14,14.5,14.5,14.5,14.5,14.5,0
2022-04-18,13.800000190734863,13.800000190734863,13.800000190734863,13.800000190734863,13.800000190734863,6000
2022-04-19,13.800000190734863,13.800000190734863,13.149999618530273,13.149999618530273,13.149999618530273,18000
2022-04-20,12.5,13.800000190734863,12.5,13.800000190734863,13.800000190734863,24000
2022-04-21,14.399999618530273,14.449999809265137,14.399999618530273,14.449999809265137,14.449999809265137,6000
2022-04-22,13.75,13.75,13.75,13.75,13.75,3000
2022-04-25,13.899999618530273,13.899999618530273,13.199999809265137,13.199999809265137,13.199999809265137,18000
2022-04-26,13.199999809265137,13.199999809265137,13.199999809265137,13.199999809265137,13.199999809265137,0
2022-04-27,13.199999809265137,13.800000190734863,13.199999809265137,13.800000190734863,13.800000190734863,12000
2022-04-28,13.800000190734863,13.800000190734863,13.800000190734863,13.800000190734863,13.800000190734863,0
2022-04-29,13.800000190734863,13.800000190734863,13.800000190734863,13.800000190734863,13.800000190734863,0
2022-05-02,13.800000190734863,13.800000190734863,13.800000190734863,13.800000190734863,13.800000190734863,0
2022-05-04,13.800000190734863,13.800000190734863,13.800000190734863,13.800000190734863,13.800000190734863,0
2022-05-05,13.699999809265137,13.699999809265137,13.699999809265137,13.699999809265137,13.699999809265137,3000
2022-05-06,13.699999809265137,13.699999809265137,13.699999809265137,13.699999809265137,13.699999809265137,0
2022-05-09,13.699999809265137,13.699999809265137,13.699999809265137,13.699999809265137,13.699999809265137,0
2022-05-10,13.699999809265137,13.699999809265137,13.699999809265137,13.699999809265137,13.699999809265137,0
2022-05-11,13.699999809265137,13.699999809265137,13.699999809265137,13.699999809265137,13.699999809265137,0
2022-05-12,13.699999809265137,13.699999809265137,13.699999809265137,13.699999809265137,13.699999809265137,0
2022-05-13,14.0,14.0,13.050000190734863,13.050000190734863,13.050000190734863,6000
2022-05-16,13.050000190734863,13.050000190734863,13.050000190734863,13.050000190734863,13.050000190734863,0
2022-05-17,12.75,12.75,12.75,12.75,12.75,3000
2022-05-18,12.75,12.75,12.75,12.75,12.75,0
2022-05-19,12.75,12.75,12.75,12.75,12.75,0
2022-05-20,12.75,12.75,12.75,12.75,12.75,0
2022-05-23,12.75,12.75,12.75,12.75,12.75,0
2022-05-24,12.75,12.75,12.75,12.75,12.75,0
2022-05-25,12.75,12.75,12.75,12.75,12.75,0
2022-05-26,12.75,12.75,12.75,12.75,12.75,0
2022-05-27,12.75,12.75,12.75,12.75,12.75,0
2022-05-31,12.75,12.75,12.75,12.75,12.75,0
2022-06-01,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,3000
2022-06-02,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0
2022-06-03,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0
2022-06-06,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0
2022-06-07,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0
2022-06-08,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0
2022-06-09,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0
2022-06-10,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0
2022-06-13,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0
2022-06-14,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0
2022-06-15,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0
2022-06-16,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0
2022-06-17,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0
2022-06-21,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0
2022-06-22,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0
2022-06-23,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0
2022-06-24,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0
2022-06-27,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0
2022-06-28,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0
2022-06-29,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0
2022-06-30,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0
2022-07-01,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0
2022-07-05,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0
2022-07-06,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0
