Date,Open,High,Low,Close,Adj Close,Volume,TIC
2007-01-02,140.0,144.5500030517578,131.39999389648438,144.5500030517578,103.39830780029297,158869,UFLEX.NS
2007-01-03,151.8000030517578,151.8000030517578,147.14999389648438,151.8000030517578,108.58430480957031,972856,UFLEX.NS
2007-01-04,154.6999969482422,159.39999389648438,154.6999969482422,159.39999389648438,114.02066040039062,788303,UFLEX.NS
2007-01-05,162.0,167.39999389648438,160.0,167.39999389648438,119.74320220947266,340232,UFLEX.NS
2007-01-08,175.8000030517578,175.8000030517578,175.8000030517578,175.8000030517578,125.7518310546875,92897,UFLEX.NS
2007-01-09,184.0,184.60000610351562,184.0,184.60000610351562,132.0465545654297,19833,UFLEX.NS
2007-01-10,193.85000610351562,193.85000610351562,182.0,193.85000610351562,138.66317749023438,894694,UFLEX.NS
2007-01-11,203.5500030517578,203.5500030517578,198.6999969482422,203.5500030517578,145.60169982910156,103556,UFLEX.NS
2007-01-12,213.75,213.75,213.75,213.75,152.8978729248047,34567,UFLEX.NS
2007-01-15,224.4499969482422,224.4499969482422,224.4499969482422,224.4499969482422,160.55174255371094,15046,UFLEX.NS
2007-01-16,235.6999969482422,235.6999969482422,235.6999969482422,235.6999969482422,168.59896850585938,23172,UFLEX.NS
2007-01-17,247.5,247.5,224.4499969482422,229.5,164.16404724121094,844307,UFLEX.NS
2007-01-18,225.0,225.0,218.0500030517578,218.0500030517578,155.9737091064453,147015,UFLEX.NS
2007-01-19,207.14999389648438,214.89999389648438,207.14999389648438,209.3000030517578,149.71473693847656,594502,UFLEX.NS
2007-01-22,219.8000030517578,219.8000030517578,219.8000030517578,219.8000030517578,157.22552490234375,39007,UFLEX.NS
2007-01-23,230.8000030517578,230.8000030517578,225.10000610351562,230.8000030517578,165.09393310546875,930899,UFLEX.NS
2007-01-24,239.35000610351562,239.35000610351562,220.3000030517578,224.8000030517578,160.80206298828125,409320,UFLEX.NS
2007-01-25,227.39999389648438,236.0500030517578,214.5500030517578,233.1999969482422,166.81069946289062,663756,UFLEX.NS
2007-01-29,240.0,240.0,226.0,227.9499969482422,163.0552978515625,192278,UFLEX.NS
2007-01-31,229.64999389648438,231.8000030517578,216.5500030517578,218.3000030517578,156.15252685546875,164993,UFLEX.NS
