Date,Open,High,Low,Close,Adj Close,Volume,TIC
2007-01-02,10.199999809265137,11.449999809265137,10.199999809265137,10.800000190734863,10.667162895202637,325190,GALLANTT.NS
2007-01-03,11.0,11.550000190734863,10.800000190734863,11.399999618530273,11.259782791137695,291260,GALLANTT.NS
2007-01-04,11.800000190734863,12.75,11.350000381469727,12.300000190734863,12.148713111877441,554557,GALLANTT.NS
2007-01-05,12.449999809265137,13.199999809265137,12.25,12.899999618530273,12.741332054138184,413318,GALLANTT.NS
2007-01-08,13.0,13.399999618530273,12.600000381469727,12.75,12.593178749084473,255681,GALLANTT.NS
2007-01-09,13.199999809265137,13.199999809265137,11.800000190734863,11.949999809265137,11.803017616271973,222506,GALLANTT.NS
2007-01-10,12.0,12.399999618530273,11.550000190734863,11.800000190734863,11.654863357543945,100962,GALLANTT.NS
2007-01-11,12.0,12.199999809265137,11.350000381469727,11.5,11.358552932739258,127721,GALLANTT.NS
2007-01-12,11.75,11.949999809265137,11.5,11.699999809265137,11.556093215942383,185976,GALLANTT.NS
2007-01-15,12.0,12.5,11.25,11.800000190734863,11.654863357543945,739798,GALLANTT.NS
2007-01-16,12.25,12.300000190734863,11.399999618530273,11.449999809265137,11.309167861938477,304832,GALLANTT.NS
2007-01-17,11.699999809265137,12.0,11.350000381469727,11.449999809265137,11.309167861938477,244138,GALLANTT.NS
2007-01-18,11.699999809265137,11.850000381469727,11.399999618530273,11.449999809265137,11.309167861938477,157478,GALLANTT.NS
2007-01-19,11.600000381469727,11.800000190734863,11.100000381469727,11.25,11.111627578735352,129811,GALLANTT.NS
2007-01-22,11.25,11.600000381469727,10.699999809265137,10.850000381469727,10.716547966003418,139701,GALLANTT.NS
2007-01-23,11.100000381469727,11.149999618530273,10.399999618530273,10.800000190734863,10.667162895202637,85031,GALLANTT.NS
2007-01-24,10.850000381469727,11.199999809265137,10.600000381469727,11.0,10.864703178405762,99931,GALLANTT.NS
2007-01-25,11.149999618530273,11.600000381469727,11.149999618530273,11.300000190734863,11.16101360321045,167753,GALLANTT.NS
2007-01-29,11.399999618530273,11.649999618530273,11.050000190734863,11.399999618530273,11.259782791137695,83296,GALLANTT.NS
2007-01-31,11.5,11.600000381469727,11.0,11.050000190734863,10.914088249206543,97661,GALLANTT.NS
2007-02-01,11.199999809265137,11.449999809265137,11.0,11.100000381469727,10.963473320007324,113797,GALLANTT.NS
2007-02-02,11.199999809265137,11.399999618530273,11.100000381469727,11.149999618530273,11.012857437133789,91410,GALLANTT.NS
2007-02-05,11.350000381469727,11.5,11.149999618530273,11.350000381469727,11.210397720336914,105830,GALLANTT.NS
2007-02-06,11.5,11.550000190734863,10.899999618530273,11.0,10.864703178405762,295018,GALLANTT.NS
2007-02-07,10.75,11.399999618530273,10.75,11.0,10.864703178405762,102518,GALLANTT.NS
2007-02-08,11.149999618530273,11.350000381469727,10.899999618530273,10.899999618530273,10.765932083129883,76822,GALLANTT.NS
2007-02-09,11.25,11.25,10.75,10.800000190734863,10.667162895202637,84707,GALLANTT.NS
2007-02-12,10.5,11.0,10.5,10.649999618530273,10.519007682800293,105822,GALLANTT.NS
2007-02-13,10.399999618530273,10.850000381469727,10.100000381469727,10.300000190734863,10.17331314086914,87903,GALLANTT.NS
2007-02-14,10.0,10.399999618530273,9.899999618530273,10.149999618530273,10.025157928466797,78643,GALLANTT.NS
2007-02-15,11.050000190734863,11.050000190734863,10.25,10.449999809265137,10.321467399597168,77083,GALLANTT.NS
2007-02-19,10.699999809265137,10.75,10.399999618530273,10.649999618530273,10.519007682800293,74468,GALLANTT.NS
2007-02-20,10.850000381469727,10.850000381469727,10.350000381469727,10.449999809265137,10.321467399597168,59832,GALLANTT.NS
2007-02-21,10.399999618530273,10.5,10.100000381469727,10.300000190734863,10.17331314086914,28178,GALLANTT.NS
