Date,Open,High,Low,Close,Adj Close,Volume,TIC
2017-05-31,42.25,43.0,40.54999923706055,41.95000076293945,41.95000076293945,339000,JALAN.NS
2017-06-01,41.5,42.0,40.5,40.54999923706055,40.54999923706055,168000,JALAN.NS
2017-06-02,40.099998474121094,40.099998474121094,37.5,38.150001525878906,38.150001525878906,210000,JALAN.NS
2017-06-05,39.0,40.70000076293945,38.45000076293945,38.849998474121094,38.849998474121094,795000,JALAN.NS
2017-06-06,39.70000076293945,40.5,39.0,39.849998474121094,39.849998474121094,147000,JALAN.NS
2017-06-07,40.349998474121094,40.349998474121094,38.04999923706055,38.20000076293945,38.20000076293945,27000,JALAN.NS
2017-06-08,38.04999923706055,38.04999923706055,38.0,38.0,38.0,9000,JALAN.NS
2017-06-09,37.0,37.29999923706055,36.900001525878906,37.29999923706055,37.29999923706055,15000,JALAN.NS
2017-06-12,37.95000076293945,37.95000076293945,36.150001525878906,36.150001525878906,36.150001525878906,12000,JALAN.NS
2017-06-13,36.900001525878906,37.0,35.0,36.849998474121094,36.849998474121094,42000,JALAN.NS
2017-06-14,36.849998474121094,36.849998474121094,36.849998474121094,36.849998474121094,36.849998474121094,0,JALAN.NS
2017-06-15,37.0,37.0,37.0,37.0,37.0,3000,JALAN.NS
2017-06-16,37.04999923706055,38.5,37.04999923706055,38.0,38.0,66000,JALAN.NS
2017-06-19,37.0,38.849998474121094,37.0,38.849998474121094,38.849998474121094,6000,JALAN.NS
2017-06-20,38.900001525878906,38.900001525878906,36.25,36.25,36.25,45000,JALAN.NS
2017-06-21,37.0,37.5,37.0,37.5,37.5,24000,JALAN.NS
2017-06-22,37.25,37.25,37.04999923706055,37.04999923706055,37.04999923706055,9000,JALAN.NS
2017-06-23,37.0,37.20000076293945,37.0,37.20000076293945,37.20000076293945,6000,JALAN.NS
2017-06-26,37.20000076293945,37.20000076293945,37.20000076293945,37.20000076293945,37.20000076293945,0,JALAN.NS
2017-06-27,36.099998474121094,36.099998474121094,36.099998474121094,36.099998474121094,36.099998474121094,3000,JALAN.NS
2017-06-28,37.0,37.0,37.0,37.0,37.0,3000,JALAN.NS
2017-06-29,37.0,37.0,36.0,36.0,36.0,6000,JALAN.NS
2017-06-30,36.0,36.0,36.0,36.0,36.0,0,JALAN.NS
2017-07-03,36.0,36.0,36.0,36.0,36.0,3000,JALAN.NS
2017-07-05,35.95000076293945,35.95000076293945,35.95000076293945,35.95000076293945,35.95000076293945,0,JALAN.NS
2017-07-06,36.25,37.0,36.25,37.0,37.0,12000,JALAN.NS
