Date,Open,High,Low,Close,Adj Close,Volume,TIC
2007-01-02,228.57142639160156,238.57142639160156,224.85714721679688,237.38095092773438,200.3214111328125,24190,JUBLPHARMA.NS
2007-01-03,239.04762268066406,249.42857360839844,239.04762268066406,247.04762268066406,208.47897338867188,27220,JUBLPHARMA.NS
2007-01-04,247.7142791748047,249.5238037109375,236.1904754638672,238.61904907226562,201.3662109375,24083,JUBLPHARMA.NS
2007-01-05,246.5238037109375,246.5238037109375,238.23809814453125,239.09524536132812,201.76812744140625,17601,JUBLPHARMA.NS
2007-01-08,240.0,241.6666717529297,238.09524536132812,238.42857360839844,201.2054901123047,7849,JUBLPHARMA.NS
2007-01-09,239.5238037109375,242.85714721679688,236.2857208251953,237.57142639160156,200.48214721679688,57890,JUBLPHARMA.NS
2007-01-10,238.09524536132812,238.09524536132812,227.6666717529297,232.3333282470703,196.06185913085938,49015,JUBLPHARMA.NS
2007-01-11,238.0,243.8095245361328,233.3333282470703,241.95237731933594,204.17918395996094,9149,JUBLPHARMA.NS
2007-01-12,241.6666717529297,248.42857360839844,237.14285278320312,245.85714721679688,207.47434997558594,35566,JUBLPHARMA.NS
2007-01-15,247.42857360839844,249.5238037109375,240.0,244.5238037109375,206.3491668701172,18844,JUBLPHARMA.NS
2007-01-16,249.38095092773438,249.42857360839844,243.8095245361328,246.76190185546875,208.2378387451172,34798,JUBLPHARMA.NS
2007-01-17,254.42857360839844,259.047607421875,243.8095245361328,255.7142791748047,215.7925567626953,142303,JUBLPHARMA.NS
2007-01-18,259.4285583496094,274.19049072265625,258.28570556640625,260.5238037109375,219.8512420654297,221441,JUBLPHARMA.NS
2007-01-19,265.6666564941406,266.0952453613281,255.4761962890625,261.9047546386719,221.01663208007812,29010,JUBLPHARMA.NS
2007-01-22,260.952392578125,263.80950927734375,256.19049072265625,259.6190490722656,219.0877685546875,17021,JUBLPHARMA.NS
2007-01-23,259.047607421875,263.23809814453125,254.42857360839844,259.1428527832031,218.6859130859375,19318,JUBLPHARMA.NS
2007-01-24,259.047607421875,260.76190185546875,255.23809814453125,257.28570556640625,217.11868286132812,8382,JUBLPHARMA.NS
2007-01-25,257.19049072265625,259.80950927734375,252.85714721679688,258.71429443359375,218.32423400878906,20393,JUBLPHARMA.NS
2007-01-29,260.28570556640625,260.28570556640625,253.3333282470703,256.4285583496094,216.39535522460938,7887,JUBLPHARMA.NS
2007-01-31,257.1428527832031,259.9047546386719,249.5238037109375,257.3809509277344,217.19906616210938,36246,JUBLPHARMA.NS
2007-02-01,252.7142791748047,255.3333282470703,252.7142791748047,255.3333282470703,215.47109985351562,396160,JUBLPHARMA.NS
2007-02-02,257.1428527832031,257.1428527832031,249.5238037109375,250.7142791748047,211.57318115234375,19145,JUBLPHARMA.NS
2007-02-05,250.4761962890625,250.4761962890625,243.38095092773438,244.6666717529297,206.46969604492188,15577,JUBLPHARMA.NS
2007-02-06,246.6666717529297,250.14285278320312,235.23809814453125,243.7142791748047,205.66603088378906,74493,JUBLPHARMA.NS
2007-02-07,243.90475463867188,255.23809814453125,240.0,245.6666717529297,207.31361389160156,11495,JUBLPHARMA.NS
2007-02-08,252.38095092773438,257.1428527832031,242.85714721679688,252.76190185546875,213.3011474609375,16782,JUBLPHARMA.NS
2007-02-09,257.0952453613281,257.0952453613281,242.90475463867188,248.09524536132812,209.363037109375,13210,JUBLPHARMA.NS
2007-02-12,240.0,240.0,237.90475463867188,237.90475463867188,200.76345825195312,17410,JUBLPHARMA.NS
2007-02-13,242.76190185546875,243.6666717529297,236.1904754638672,238.23809814453125,201.04476928710938,32417,JUBLPHARMA.NS
2007-02-14,238.09524536132812,239.90475463867188,233.3333282470703,237.90475463867188,200.76345825195312,11120,JUBLPHARMA.NS
2007-02-15,241.90475463867188,248.4761962890625,238.38095092773438,243.85714721679688,205.7865447998047,15607,JUBLPHARMA.NS
2007-02-19,247.6666717529297,253.8095245361328,244.8095245361328,253.61904907226562,214.02447509765625,32776,JUBLPHARMA.NS
2007-02-20,253.23809814453125,253.3333282470703,245.95237731933594,247.1904754638672,208.59951782226562,6826,JUBLPHARMA.NS
2007-02-21,248.57142639160156,254.1904754638672,241.90475463867188,247.85714721679688,209.162109375,28135,JUBLPHARMA.NS
2007-02-22,252.3333282470703,252.3333282470703,238.09524536132812,245.2857208251953,206.9921112060547,14161,JUBLPHARMA.NS
2007-02-23,245.7142791748047,245.7142791748047,237.14285278320312,240.3333282470703,202.81289672851562,15565,JUBLPHARMA.NS
